"x","predicted","std.error","conf.low","conf.high","response.level","group","Taxa"
-3.500583089,0.329830512296741,0.112322667217395,0.10968212990317,0.549978894690313,"1","Acor","Acor"
-3.500583089,0.190939051058193,0.0161762476497253,0.159234188259731,0.222643913856655,"2","Acor","Acor"
-3.500583089,0.200938380964845,0.0264609726918868,0.149075827492849,0.252800934436841,"3","Acor","Acor"
-3.500583089,0.211994948590763,0.0695494114499896,0.0756806070028258,0.3483092901787,"4","Acor","Acor"
-3.500583089,0.0541134308613175,0.0256203749761451,0.00389841863766195,0.104328443084973,"5","Acor","Acor"
-3.500583089,0.0121836762281402,0.00638428850016359,-0.000329299299093672,0.0246966517553741,"6","Acor","Acor"
-3.500583089,0.657368998272144,0.146957544411184,0.369337503969778,0.94540049257451,"1","Lobo_sp","Lobo_sp"
-3.500583089,0.15257854662725,0.0462950313230302,0.0618419525709569,0.243315140683543,"2","Lobo_sp","Lobo_sp"
-3.500583089,0.101743531135362,0.0480374181656233,0.00759192162045058,0.195895140650274,"3","Lobo_sp","Lobo_sp"
-3.500583089,0.0711235619153002,0.0422114342389677,-0.0116093289288574,0.153856452759458,"4","Lobo_sp","Lobo_sp"
-3.500583089,0.0141731639691489,0.00934883565796809,-0.00415021721785242,0.0324965451561501,"5","Lobo_sp","Lobo_sp"
-3.500583089,0.00301219808079467,0.00205695071349617,-0.0010193512356318,0.00704374739722114,"6","Lobo_sp","Lobo_sp"
-3.500583089,0.342774167086644,0.121634552061185,0.104374825771058,0.58117350840223,"1","Menc","Menc"
-3.500583089,0.192390190452271,0.0148294727255155,0.163324958000541,0.221455422904,"2","Menc","Menc"
-3.500583089,0.198083608004886,0.0301196730417122,0.139050133617008,0.257117082392764,"3","Menc","Menc"
-3.500583089,0.204036873224054,0.072749942007958,0.0614496070110791,0.34662413943703,"4","Menc","Menc"
-3.500583089,0.0512301327384951,0.0258292138362773,0.00060580387040788,0.101854461606582,"5","Menc","Menc"
-3.500583089,0.0114850284936503,0.00636654715964225,-0.000993174645124282,0.0239632316324249,"6","Menc","Menc"
-3.500583089,0.232623959002613,0.0970836706476402,0.0423434610462898,0.422904456958936,"1","Spis","Spis"
-3.500583089,0.169159677516053,0.0323587295646062,0.105737732983953,0.232581622048153,"2","Spis","Spis"
-3.500583089,0.213547417159556,0.011670911346762,0.190672851253142,0.236421983065969,"3","Spis","Spis"
-3.500583089,0.280497630590278,0.0757058585679904,0.132116874378334,0.428878386802222,"4","Spis","Spis"
-3.500583089,0.0842921950836176,0.0397894472484962,0.00630631151180881,0.162278078655426,"5","Spis","Spis"
-3.500583089,0.0198791206478826,0.0108764923767649,-0.00143841268870113,0.0411966539844662,"6","Spis","Spis"
-3.500583089,0.300242973619976,0.0829891685155692,0.137587192222535,0.462898755017417,"1","Abra","Abra"
-3.500583089,0.186424167784085,0.0170712598146676,0.152965113376611,0.21988322219156,"2","Abra","Abra"
-3.500583089,0.206629374632177,0.0181151862752874,0.171124261959379,0.242134487304975,"3","Abra","Abra"
-3.500583089,0.231183365037701,0.055466616753287,0.122470793856973,0.33989593621843,"4","Abra","Abra"
-3.500583089,0.0615149106292109,0.0224062693374454,0.0175994296999138,0.105430391558508,"5","Abra","Abra"
-3.500583089,0.01400520829685,0.00580044017476166,0.00263655445983796,0.0253738621338621,"6","Abra","Abra"
-3.500583089,0.731981013701266,0.131122990101965,0.474984675556212,0.98897735184632,"1","Gspp","Gspp"
-3.500583089,0.126974753881625,0.0497265198634599,0.0295125658727282,0.224436941890522,"2","Gspp","Gspp"
-3.500583089,0.0777659563989511,0.0415546896887301,-0.00367973877969795,0.1592116515776,"3","Gspp","Gspp"
-3.500583089,0.051262319527078,0.0322645497431178,-0.0119750359468338,0.11449967500099,"4","Gspp","Gspp"
-3.500583089,0.00992010331291426,0.00674070206157992,-0.00329142995829726,0.0231316365841258,"5","Gspp","Gspp"
-3.500583089,0.00209585317816585,0.00146423743962493,-0.000773999468314145,0.00496570582464585,"6","Gspp","Gspp"
-3.500583089,0.964605550807382,0.0262198082446501,0.913215670966321,1.01599543064844,"1","Atab","Atab"
-3.500583089,0.0194452660774684,0.0141463702351273,-0.0082811100953505,0.0471716422502874,"2","Atab","Atab"
-3.500583089,0.00938655749070266,0.0070736136382295,-0.00447747048077849,0.0232505854621838,"3","Atab","Atab"
-3.500583089,0.00538191612508687,0.00412989240683969,-0.00271252425234436,0.0134763565025181,"4","Atab","Atab"
-3.500583089,0.000976854163123375,0.00075875983478357,-0.000510287785967983,0.00246399611221473,"5","Atab","Atab"
-3.500583089,0.00020385533623668,0.000160457626684186,-0.000110635833109098,0.000518346505582458,"6","Atab","Atab"
-3.500583089,0.010978483235161,0.00989099715288742,-0.00840751495568653,0.0303644814260086,"1","Pdam","Pdam"
-3.500583089,0.0135546805950577,0.0118515798645297,-0.00967398909932062,0.0367833502894361,"2","Pdam","Pdam"
-3.500583089,0.0334110883476563,0.0274926569823111,-0.020473529176987,0.0872957058722997,"3","Pdam","Pdam"
-3.500583089,0.192966468690186,0.115958132909491,-0.0343072955269256,0.420240232907298,"4","Pdam","Pdam"
-3.500583089,0.39627946642902,0.0435944374769702,0.310835939047875,0.481722993810165,"5","Pdam","Pdam"
-3.500583089,0.352809812702919,0.199415319912917,-0.0380370322919318,0.743656657697769,"6","Pdam","Pdam"
-3.500583089,0.0223739318324821,0.00925951548358154,0.00422561497037131,0.0405222486945929,"1","Shys","Shys"
-3.500583089,0.0268399034368764,0.0104823105095876,0.00629495236331911,0.0473848545104337,"2","Shys","Shys"
-3.500583089,0.0627518225708216,0.0216785716756392,0.0202626028502985,0.105241042291345,"3","Shys","Shys"
-3.500583089,0.291618116534501,0.0541767933231442,0.185433552823268,0.397802680245734,"4","Shys","Shys"
-3.500583089,0.384228922260681,0.0389447937398871,0.307898529145161,0.4605593153762,"5","Shys","Shys"
-3.500583089,0.212187303364638,0.0647934962832655,0.0851943842170081,0.339180222512268,"6","Shys","Shys"
-3.500583089,0.494408376086598,0.148455446362058,0.203441047908148,0.785375704265049,"1","Plat","Plat"
-3.500583089,0.18911288879094,0.0220457060314966,0.145904098955449,0.232321678626431,"2","Plat","Plat"
-3.500583089,0.154955918613832,0.0478969489348333,0.0610796237322047,0.248832213495459,"3","Plat","Plat"
-3.500583089,0.127661918567503,0.0615674713893389,0.00699189202519863,0.248331945109807,"4","Plat","Plat"
-3.500583089,0.0278308210840872,0.0163798280138497,-0.00427305189601843,0.0599346940641928,"5","Plat","Plat"
-3.500583089,0.00603007685703971,0.00375575899496927,-0.0013310755077124,0.0133912292217918,"6","Plat","Plat"
-3.45335888337374,0.701416417265278,0.150345920178732,0.406743828492428,0.996089006038127,"1","Adgt","Adgt"
-3.45335888337374,0.13805990169094,0.0531064996656314,0.0339730750013136,0.242146728380565,"2","Adgt","Adgt"
-3.45335888337374,0.0875012080226646,0.0483097595407886,-0.00718418077907121,0.1821865968244,"3","Adgt","Adgt"
-3.45335888337374,0.0590239130673519,0.0393819496699253,-0.0181632899266708,0.136211116061375,"4","Adgt","Adgt"
-3.45335888337374,0.0115523207339802,0.0084140666270622,-0.00493894681858209,0.0280435882865425,"5","Adgt","Adgt"
-3.45335888337374,0.00244623921978615,0.00183375068893554,-0.00114784608715301,0.00604032452672531,"6","Adgt","Adgt"
-3.45335888337374,0.883736539262901,0.0438587613850689,0.79777494654163,0.969698131984172,"1","Pmas","Pmas"
-3.45335888337374,0.0610494007959014,0.0215916372530601,0.0187305694126503,0.103368232179153,"2","Pmas","Pmas"
-3.45335888337374,0.0318805390538607,0.0126569514572172,0.00707337004364335,0.0566877080640781,"3","Pmas","Pmas"
-3.45335888337374,0.019068913050874,0.00804538637128567,0.00330024552144475,0.0348375805803033,"4","Pmas","Pmas"
-3.45335888337374,0.00352617040957665,0.00154884779758039,0.0004904845087849,0.00656185631036839,"5","Pmas","Pmas"
-3.45335888337374,0.000738437426885952,0.000337787245565252,7.63865911410712e-05,0.00140048826263083,"6","Pmas","Pmas"
-3.45335888337374,0.798466870325921,0.212658499683486,0.381663869939966,1.21526987071188,"1","Pver","Pver"
-3.45335888337374,0.100211043771349,0.0912588169025705,-0.078652950629424,0.279075038172122,"2","Pver","Pver"
-3.45335888337374,0.0571166594167815,0.0647988150186572,-0.0698866842606597,0.184120003094223,"3","Pver","Pver"
-3.45335888337374,0.03596419786073,0.0457509859350793,-0.0537060868292241,0.125634482550684,"4","Pver","Pver"
-3.45335888337374,0.00680887710270917,0.00911510704683501,-0.0110564044243147,0.024674158629733,"5","Pver","Pver"
-3.45335888337374,0.00143235152250909,0.00194339254618304,-0.00237662787583327,0.00524133092085145,"6","Pver","Pver"
-3.45335888337374,0.338531635140211,0.111333081762354,0.120322804598144,0.556740465682278,"1","Acor","Acor"
-3.45335888337374,0.191948500753995,0.0147374061803151,0.163063715415039,0.22083328609295,"2","Acor","Acor"
-3.45335888337374,0.199041150820566,0.027270316679828,0.145592312281101,0.252489989360031,"3","Acor","Acor"
-3.45335888337374,0.206616815353045,0.0674173657713532,0.0744812065086289,0.33875242419746,"4","Acor","Acor"
-3.45335888337374,0.0521537312563426,0.0242577685957516,0.00460937846336276,0.0996980840493224,"5","Acor","Acor"
-3.45335888337374,0.0117081666758407,0.00601586330439842,-8.27087366962916e-05,0.0234990420883778,"6","Acor","Acor"
-3.45335888337374,0.658782577514791,0.142402072111646,0.37967964485209,0.937885510177492,"1","Lobo_sp","Lobo_sp"
-3.45335888337374,0.152140415863283,0.045090797746159,0.0637640762466311,0.240516755479934,"2","Lobo_sp","Lobo_sp"
-3.45335888337374,0.101283238176415,0.0465386203407949,0.0100692184182743,0.192497257934557,"3","Lobo_sp","Lobo_sp"
-3.45335888337374,0.0707173563563029,0.0407768155915614,-0.00920373360738877,0.150638446319995,"4","Lobo_sp","Lobo_sp"
-3.45335888337374,0.0140836192366381,0.00902248538918144,-0.00360012717719638,0.0317673656504726,"5","Lobo_sp","Lobo_sp"
-3.45335888337374,0.00299279285256981,0.00198643283606961,-0.000900543963834384,0.00688612966897401,"6","Lobo_sp","Lobo_sp"
-3.45335888337374,0.347494636743812,0.119493441888858,0.113291794252921,0.581697479234703,"1","Menc","Menc"
-3.45335888337374,0.192843322757447,0.0139486988213099,0.165504375436483,0.22018227007841,"2","Menc","Menc"
-3.45335888337374,0.1969944345096,0.0302061237532294,0.137791519840711,0.256197349178489,"3","Menc","Menc"
-3.45335888337374,0.201198476354819,0.0705905931729957,0.0628434560884283,0.339553496621209,"4","Menc","Menc"
-3.45335888337374,0.0502259978133553,0.0247589669193502,0.00169931435701026,0.0987526812697003,"5","Menc","Menc"
-3.45335888337374,0.0112431318209671,0.00609101811834691,-0.000695044320173721,0.023181307962108,"6","Menc","Menc"
-3.45335888337374,0.23050330113557,0.0939538080852978,0.0463572210779984,0.414649381193142,"1","Spis","Spis"
-3.45335888337374,0.168445923585336,0.0317959028340813,0.106127099174601,0.23076474799607,"2","Spis","Spis"
-3.45335888337374,0.213582149605986,0.0115198104625823,0.191003735990597,0.236160563221375,"3","Spis","Spis"
-3.45335888337374,0.282166265078533,0.0735726120403613,0.137966595230887,0.426365934926179,"4","Spis","Spis"
-3.45335888337374,0.0851844454135431,0.0390471881284376,0.00865336298424552,0.161715527842841,"5","Spis","Spis"
-3.45335888337374,0.0201179151810327,0.0107162993874064,-0.000885645665832453,0.0411214760278978,"6","Spis","Spis"
-3.45335888337374,0.300869170324021,0.0817850955330594,0.140573328607057,0.461165012040985,"1","Abra","Abra"
-3.45335888337374,0.186537649652148,0.0167933570243232,0.153623274704951,0.219452024599344,"2","Abra","Abra"
-3.45335888337374,0.206522500436245,0.0180167749737383,0.171210270370155,0.241834730502334,"3","Abra","Abra"
-3.45335888337374,0.230762497045769,0.0545630746586913,0.123820835828964,0.337704158262574,"4","Abra","Abra"
-3.45335888337374,0.0613452009892487,0.0219974069562126,0.0182310756018011,0.104459326376696,"5","Abra","Abra"
-3.45335888337374,0.013962981552569,0.00569858829455001,0.0027939537325295,0.0251320093726086,"6","Abra","Abra"
-3.45335888337374,0.726779069920092,0.12847798321059,0.474966850020994,0.978591289819191,"1","Gspp","Gspp"
-3.45335888337374,0.128917674139579,0.0482073259820304,0.0344330514238177,0.223402296855341,"2","Gspp","Gspp"
-3.45335888337374,0.0794130688965853,0.0408266643852035,-0.000605722907317627,0.159431860700488,"3","Gspp","Gspp"
-3.45335888337374,0.0525488335706067,0.0319516778389809,-0.0100753042394223,0.115172971380636,"4","Gspp","Gspp"
-3.45335888337374,0.0101880826031648,0.00670259814742398,-0.00294876836863111,0.0233249335749607,"5","Gspp","Gspp"
-3.45335888337374,0.00215327086997164,0.00145839424617921,-0.000705129327800052,0.00501167106774332,"6","Gspp","Gspp"
-3.45335888337374,0.963898606579579,0.0262346221349645,0.912479692047032,1.01531752111213,"1","Atab","Atab"
-3.45335888337374,0.0198262865003086,0.0141440349565904,-0.00789551261068419,0.0475480856113014,"2","Atab","Atab"
-3.45335888337374,0.00957690053450322,0.00708232845779979,-0.00430420816946746,0.0234580092384739,"3","Atab","Atab"
-3.45335888337374,0.00549295156844265,0.0041379774623758,-0.00261733522665236,0.0136032383635377,"4","Atab","Atab"
-3.45335888337374,0.000997156827128143,0.000760601108944082,-0.000493593953003484,0.00248790760725977,"5","Atab","Atab"
-3.45335888337374,0.000208097990037959,0.00016092427121913,-0.000107307785789892,0.00052350376586581,"6","Atab","Atab"
-3.45335888337374,0.0117949413899678,0.0103845461239184,-0.00855839500870731,0.0321482777886429,"1","Pdam","Pdam"
-3.45335888337374,0.0145325673625378,0.0123902698280158,-0.00975191525910645,0.038817049984182,"2","Pdam","Pdam"
-3.45335888337374,0.0356815484542716,0.028507859379,-0.0201928292049007,0.091555926113444,"3","Pdam","Pdam"
-3.45335888337374,0.20243292038922,0.115698686474913,-0.0243323381601996,0.429198178938641,"4","Pdam","Pdam"
-3.45335888337374,0.398648137114342,0.0361455240881851,0.327804211699174,0.46949206252951,"5","Pdam","Pdam"
-3.45335888337374,0.33690988528966,0.190896693898562,-0.037240759519288,0.711060530098609,"6","Pdam","Pdam"
-3.45335888337374,0.0235913934410954,0.00952257090268,0.0049274974316135,0.0422552894505772,"1","Shys","Shys"
-3.45335888337374,0.0282139011790407,0.010711202336171,0.00722033036902435,0.0492074719890571,"2","Shys","Shys"
-3.45335888337374,0.0656068907325419,0.0218867153962317,0.0227097168160496,0.108504064649034,"3","Shys","Shys"
-3.45335888337374,0.298883177783654,0.0520280472814423,0.19691007892608,0.400856276641228,"4","Shys","Shys"
-3.45335888337374,0.380269239156357,0.0402269909896304,0.301425785610264,0.45911269270245,"5","Shys","Shys"
-3.45335888337374,0.20343539770731,0.0612670820548205,0.083354123442002,0.323516671972619,"6","Shys","Shys"
-3.45335888337374,0.49631688499573,0.145091939144652,0.211941909825135,0.780691860166325,"1","Plat","Plat"
-3.45335888337374,0.188862215973491,0.021971274478185,0.145799309301804,0.231925122645177,"2","Plat","Plat"
-3.45335888337374,0.154347194761837,0.0468922778192573,0.0624400190830458,0.246254370440627,"3","Plat","Plat"
-3.45335888337374,0.126869571889277,0.0598915731986297,0.00948424544251847,0.244254898336036,"4","Plat","Plat"
-3.45335888337374,0.0276212535985299,0.0158941189156902,-0.00353064704221974,0.0587731542392795,"5","Plat","Plat"
-3.45335888337374,0.00598287878113557,0.00364520038000275,-0.00116158268010155,0.0131273402423727,"6","Plat","Plat"
-3.40613467774747,0.698365263788814,0.147325626477194,0.409612341893713,0.987118185683914,"1","Adgt","Adgt"
-3.40613467774747,0.139122058768932,0.0516821120842975,0.0378269804387467,0.240417137099118,"2","Adgt","Adgt"
-3.40613467774747,0.0884802777114416,0.047405487264075,-0.00443276999571762,0.181393325418601,"3","Adgt","Adgt"
-3.40613467774747,0.059826208646069,0.0388354406862651,-0.016289856422752,0.13594227371489,"4","Adgt","Adgt"
-3.40613467774747,0.0117231813092632,0.00831882893277182,-0.00458142379251933,0.0280277864110457,"5","Adgt","Adgt"
-3.40613467774747,0.00248300977548055,0.00181505880140885,-0.00107444010510323,0.00604045965606433,"6","Adgt","Adgt"
-3.40613467774747,0.885239948535965,0.0422829983102571,0.802366794689493,0.968113102382437,"1","Pmas","Pmas"
-3.40613467774747,0.0603138740617442,0.0208634010919672,0.0194223593264749,0.101205388797014,"2","Pmas","Pmas"
-3.40613467774747,0.0314492616308283,0.0121921770257865,0.00755303376715021,0.0553454894945065,"3","Pmas","Pmas"
-3.40613467774747,0.0187951631666102,0.00773752619063831,0.00362989050352375,0.0339604358296967,"4","Pmas","Pmas"
-3.40613467774747,0.00347424177986028,0.00148955584483558,0.00055476597102141,0.00639371758869914,"5","Pmas","Pmas"
-3.40613467774747,0.000727510824991562,0.000325359424546446,8.98180708498497e-05,0.00136520357913327,"6","Pmas","Pmas"
-3.40613467774747,0.801025674878628,0.205315805647977,0.398614090351768,1.20343725940549,"1","Pver","Pver"
-3.40613467774747,0.0991121530590223,0.0885074956504125,-0.0743593507776216,0.272583656895666,"2","Pver","Pver"
-3.40613467774747,0.0563380152272062,0.0624622362901155,-0.066085718295251,0.178761748749663,"3","Pver","Pver"
-3.40613467774747,0.0354152287580626,0.043949263057317,-0.0507237439813555,0.121554201497481,"4","Pver","Pver"
-3.40613467774747,0.00669974626633252,0.00874317626564577,-0.0104365643248186,0.0238360568574836,"5","Pver","Pver"
-3.40613467774747,0.00140918181074889,0.00186391809997147,-0.00224403053532751,0.0050623941568253,"6","Pver","Pver"
-3.40613467774747,0.347339505841048,0.110231077978689,0.131290563025792,0.563388448656305,"1","Acor","Acor"
-3.40613467774747,0.19282906776328,0.0134444228550643,0.166478483174427,0.219179652352133,"2","Acor","Acor"
-3.40613467774747,0.197030616016752,0.027973243701582,0.142204065830889,0.251857166202614,"3","Acor","Acor"
-3.40613467774747,0.201291220876261,0.0652595803942788,0.0733847936572783,0.329197648095244,"4","Acor","Acor"
-3.40613467774747,0.0502586122492261,0.02295254386831,0.00527245291376281,0.0952447715846894,"5","Acor","Acor"
-3.40613467774747,0.011250977253433,0.00566656083454176,0.000144722101525961,0.0223572324053401,"6","Acor","Acor"
-3.40613467774747,0.660193435981302,0.137872737001836,0.38996783700774,0.930419034954865,"1","Lobo_sp","Lobo_sp"
-3.40613467774747,0.15170124724656,0.0438826573258202,0.0656928193420395,0.23770967515108,"2","Lobo_sp","Lobo_sp"
-3.40613467774747,0.100824016204054,0.0450494707590402,0.0125286759937446,0.189119356414363,"3","Lobo_sp","Lobo_sp"
-3.40613467774747,0.070313161151113,0.0393583461610658,-0.00682777981563623,0.147454102117862,"4","Lobo_sp","Lobo_sp"
-3.40613467774747,0.0139946272012052,0.00870060942398115,-0.00305825391334763,0.031047508315758,"5","Lobo_sp","Lobo_sp"
-3.40613467774747,0.00297351221576614,0.00191696305532875,-0.000783666332372066,0.00673069076390434,"6","Lobo_sp","Lobo_sp"
-3.40613467774747,0.352244220150401,0.11730805247016,0.122324662212353,0.58216377808845,"1","Menc","Menc"
-3.40613467774747,0.193258996212796,0.0131506687690217,0.167484159052897,0.219033833372694,"2","Menc","Menc"
-3.40613467774747,0.19587428392147,0.0302410376444107,0.136602939283305,0.255145628559634,"3","Menc","Menc"
-3.40613467774747,0.19837641476654,0.068440590017299,0.064235323251962,0.332517506281117,"4","Menc","Menc"
-3.40613467774747,0.0492398189396132,0.0237191700869916,0.00275109982592995,0.0957285380532965,"5","Menc","Menc"
-3.40613467774747,0.0110062660091808,0.00582478622822192,-0.000410105215779112,0.0224226372341406,"6","Menc","Menc"
-3.40613467774747,0.22839586861729,0.0908659841148956,0.0503018123323057,0.406489924902274,"1","Spis","Spis"
-3.40613467774747,0.167725449846745,0.0312145305569484,0.106546094160802,0.228904805532689,"2","Spis","Spis"
-3.40613467774747,0.213603197198292,0.0114044564509587,0.191250873291157,0.235955521105426,"3","Spis","Spis"
-3.40613467774747,0.283831400931747,0.0714482309784916,0.143795441454804,0.423867360408689,"4","Spis","Spis"
-3.40613467774747,0.0860845722152963,0.0382910675646883,0.0110354588589174,0.161133685571675,"5","Spis","Spis"
-3.40613467774747,0.0203595111906303,0.0105520820374806,-0.000322189564743718,0.0410412119460043,"6","Spis","Spis"
-3.40613467774747,0.301496086683636,0.0805819419324169,0.143558382691801,0.459433790675471,"1","Abra","Abra"
-3.40613467774747,0.186650464879877,0.0165199963966782,0.154271866917657,0.219029062842098,"2","Abra","Abra"
-3.40613467774747,0.206414866253706,0.0179165367143116,0.171299099565966,0.241530632941447,"3","Abra","Abra"
-3.40613467774747,0.230341794765522,0.0536623687789957,0.125165484633584,0.33551810489746,"4","Abra","Abra"
-3.40613467774747,0.0611759073169506,0.0215914141428306,0.0188575132217138,0.103494301412187,"5","Abra","Abra"
-3.40613467774747,0.0139208801003077,0.00559764025985598,0.00294970679257853,0.0248920534080368,"6","Abra","Abra"
-3.40613467774747,0.721516456768503,0.125732779541573,0.475084737190905,0.9679481763461,"1","Gspp","Gspp"
-3.40613467774747,0.130860015865875,0.0466665745318911,0.0393952105015145,0.222324821230236,"2","Gspp","Gspp"
-3.40613467774747,0.0810836075354652,0.0400617538420381,0.00256401284756144,0.159603202223369,"3","Gspp","Gspp"
-3.40613467774747,0.053864484886073,0.0316078053680072,-0.00808567526557291,0.115814645037719,"4","Gspp","Gspp"
-3.40613467774747,0.0104631773160932,0.00665837139068743,-0.00258699080534604,0.0235133454375324,"5","Gspp","Gspp"
-3.40613467774747,0.00221225762799104,0.00145135120586946,-0.000632338464431872,0.00505685372041396,"6","Gspp","Gspp"
-3.40613467774747,0.963178145742724,0.0262402394513003,0.911748221472468,1.01460807001298,"1","Atab","Atab"
-3.40613467774747,0.02021428975989,0.0141365504602664,-0.00749284000786521,0.0479214195276452,"2","Atab","Atab"
-3.40613467774747,0.00977099807086423,0.00708867425204634,-0.00412254816128299,0.0236645443030115,"3","Atab","Atab"
-3.40613467774747,0.00560625673876214,0.00414475100093325,-0.00251730594795336,0.0137298194254776,"4","Atab","Atab"
-3.40613467774747,0.00101788076667647,0.00076221432622306,-0.000476031861221189,0.00251179339457413,"5","Atab","Atab"
-3.40613467774747,0.000212428921082974,0.000161346882975713,-0.000103805158567222,0.000528663000733171,"6","Atab","Atab"
-3.40613467774747,0.0126712419944576,0.010896260933967,-0.0086850370022686,0.0340275209911837,"1","Pdam","Pdam"
-3.40613467774747,0.0155775838289188,0.0129417284225458,-0.00978773777696924,0.0409429054348069,"2","Pdam","Pdam"
-3.40613467774747,0.0380878748669965,0.0295169624240125,-0.0197643084170901,0.095940058151083,"3","Pdam","Pdam"
-3.40613467774747,0.21208127626344,0.115023416952701,-0.0133604783425882,0.437523030869468,"4","Pdam","Pdam"
-3.40613467774747,0.400223335846225,0.0304667448238201,0.340509613265366,0.459937058427085,"5","Pdam","Pdam"
-3.40613467774747,0.321358687199962,0.182259059700303,-0.035862505668768,0.678579880068692,"6","Pdam","Pdam"
-3.40613467774747,0.0248732091151174,0.00978788948415449,0.0056892982415163,0.0440571199887186,"1","Shys","Shys"
-3.40613467774747,0.0296512831042478,0.0109353910510272,0.00821831048737292,0.0510842557211227,"2","Shys","Shys"
-3.40613467774747,0.0685589930844789,0.0220639096827708,0.0253145247481035,0.111803461420854,"3","Shys","Shys"
-3.40613467774747,0.306031516142702,0.0497887874820069,0.20844728584405,0.403615746441355,"4","Shys","Shys"
-3.40613467774747,0.375936081071955,0.041342755320402,0.294905769622316,0.456966392521595,"5","Shys","Shys"
-3.40613467774747,0.194948917481498,0.0578519120131544,0.0815612534989355,0.308336581464061,"6","Shys","Shys"
-3.40613467774747,0.498225497064865,0.141733710522544,0.220432529045453,0.776018465084278,"1","Plat","Plat"
-3.40613467774747,0.188606888077437,0.0218818451057885,0.145719259754807,0.231494516400066,"2","Plat","Plat"
-3.40613467774747,0.15373761023756,0.0458849319875508,0.063804796108891,0.24367042436623,"3","Plat","Plat"
-3.40613467774747,0.126080766060232,0.0582318912212394,0.0119483565149487,0.240213175605516,"4","Plat","Plat"
-3.40613467774747,0.0274131909206476,0.0154155594835221,-0.00280075046859059,0.0576271323098859,"5","Plat","Plat"
-3.40613467774747,0.00593604763925781,0.00353644412009351,-0.000995255469463898,0.0128673507479795,"6","Plat","Plat"
-3.35891047212121,0.695297040393641,0.144261599390699,0.412549501235726,0.978044579551557,"1","Adgt","Adgt"
-3.35891047212121,0.140181860920419,0.0502564707813549,0.0416809881988739,0.238682733641964,"2","Adgt","Adgt"
-3.35891047212121,0.0894660574046519,0.0464842106690486,-0.00164132135645594,0.18057343616576,"3","Adgt","Adgt"
-3.35891047212121,0.0606381901301684,0.0382703460022872,-0.0143703097102009,0.135646689970538,"4","Adgt","Adgt"
-3.35891047212121,0.0118965196825424,0.00821944734302395,-0.00421330108260796,0.0280063404476928,"5","Adgt","Adgt"
-3.35891047212121,0.00252033146857689,0.00179552128879402,-0.00099882559093433,0.0060394885280881,"6","Adgt","Adgt"
-3.35891047212121,0.886726647162082,0.0407404317378503,0.806876868241283,0.966576426082881,"1","Pmas","Pmas"
-3.35891047212121,0.0595850548044426,0.0201478645919312,0.0200959658388677,0.0990741437700175,"2","Pmas","Pmas"
-3.35891047212121,0.0310232581958733,0.0117381159953158,0.00801697359870075,0.0540295427930459,"3","Pmas","Pmas"
-3.35891047212121,0.018525220403258,0.00743766569204549,0.00394766351779971,0.0331027772887164,"4","Pmas","Pmas"
-3.35891047212121,0.00342307366225653,0.00143189625769438,0.000616608567577863,0.00622953875693519,"5","Pmas","Pmas"
-3.35891047212121,0.000716745772087357,0.000313284562223314,0.000102719313217263,0.00133077223095745,"6","Pmas","Pmas"
-3.35891047212121,0.803560547265288,0.198078800685932,0.415333231819973,1.1917878627106,"1","Pver","Pver"
