"x","predicted","std.error","conf.low","conf.high","response.level","group","facet","panel","Taxa","Zone","Cross_shelf"
0.054390497,0.0537357499292922,0.0190026051021362,0.0164913283166681,0.0909801715419163,"2","offshore","Pmas","D","Pmas","D","offshore"
0.054390497,0.0213594002960802,0.00829948224690504,0.00509271400181675,0.0376260865903436,"3","offshore","Pmas","D","Pmas","D","offshore"
0.054390497,0.0181835794719815,0.00735363045281681,0.00377072862884355,0.0325964303151194,"4","offshore","Pmas","D","Pmas","D","offshore"
0.054390497,0.00261249869869562,0.00112477044912828,0.00040798912752925,0.00481700826986199,"5","offshore","Pmas","D","Pmas","D","offshore"
0.054390497,0.00035994042674159,0.000190640770405044,-1.37086172372662e-05,0.000733589470720445,"6","offshore","Pmas","D","Pmas","D","offshore"
0.054390497,0.259993165912209,0.0845207129944886,0.0943356124953647,0.425650719329053,"1","offshore","Menc","D","Menc","D","offshore"
0.054390497,0.197323070167316,0.0266148488288044,0.145158925008881,0.24948721532575,"2","offshore","Menc","D","Menc","D","offshore"
0.054390497,0.176553292485511,0.0139369005903056,0.149237469272397,0.203869115698625,"3","offshore","Menc","D","Menc","D","offshore"
0.054390497,0.29233523154948,0.0726782062495442,0.1498885648394,0.434781898259561,"4","offshore","Menc","D","Menc","D","offshore"
0.054390497,0.0642641327649162,0.0267530096420779,0.0118291973883906,0.116699068141442,"5","offshore","Menc","D","Menc","D","offshore"
0.054390497,0.00953110712056826,0.00516333254154026,-0.000588838701054313,0.0196510529421908,"6","offshore","Menc","D","Menc","D","offshore"
0.054390497,0.471130945508289,0.113960257780557,0.247772944589496,0.694488946427082,"1","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.054390497,0.210059422821701,0.018208827808335,0.174370776116673,0.245748069526729,"2","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.054390497,0.133269306508689,0.031378503644856,0.0717685694760121,0.194770043541365,"3","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.054390497,0.155074211380407,0.0561292775302622,0.0450628489428397,0.265085573817974,"4","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.054390497,0.0266852579258678,0.0122812022832801,0.00261454376378777,0.0507559720879479,"5","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.054390497,0.00378085585504695,0.00213373500338599,-0.000401187904142039,0.00796289961423594,"6","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.054390497,0.461906016886555,0.125957837379549,0.215033192052087,0.708778841721023,"1","offshore","Acor","D","Acor","D","offshore"
0.054390497,0.211181014540842,0.0181768760353016,0.175554992160201,0.246807036921482,"2","offshore","Acor","D","Acor","D","offshore"
0.054390497,0.135705856580216,0.0342148823282295,0.0686459194816108,0.202765793678822,"3","offshore","Acor","D","Acor","D","offshore"
0.054390497,0.159626852655555,0.0633289842145432,0.0355043244175445,0.283749380893565,"4","offshore","Acor","D","Acor","D","offshore"
0.054390497,0.027657188863317,0.0139734931745694,0.000269645502944737,0.0550447322236893,"5","offshore","Acor","D","Acor","D","offshore"
0.054390497,0.00392307047351503,0.00237073410663677,-0.000723482992413773,0.00856962393944384,"6","offshore","Acor","D","Acor","D","offshore"
0.054390497,0.485674771408559,0.11737297732957,0.255627963084366,0.715721579732751,"1","offshore","Plat","D","Plat","D","offshore"
0.054390497,0.208038246987924,0.0206385356347247,0.167587460450218,0.248489033525631,"2","offshore","Plat","D","Plat","D","offshore"
0.054390497,0.129393937036439,0.0324429498489789,0.0658069237802015,0.192980950292677,"3","offshore","Plat","D","Plat","D","offshore"
0.054390497,0.148102316648072,0.0556688952255565,0.0389932869468477,0.257211346349297,"4","offshore","Plat","D","Plat","D","offshore"
0.054390497,0.0252231878292476,0.0119279397248459,0.00184485555878494,0.0486015200997102,"5","offshore","Plat","D","Plat","D","offshore"
0.054390497,0.00356754008975768,0.0020508709632081,-0.000452093135069163,0.00758717331458453,"6","offshore","Plat","D","Plat","D","offshore"
0.054390497,0.286788011320219,0.0727300802117032,0.144239673512572,0.429336349127867,"1","inshore","Abra","S","Abra","S","inshore"
0.054390497,0.204167239774286,0.0191902643297932,0.166555012834087,0.241779466714484,"2","inshore","Abra","S","Abra","S","inshore"
0.054390497,0.173635960316844,0.0150161191577941,0.144204907580006,0.203067013053683,"3","inshore","Abra","S","Abra","S","inshore"
0.054390497,0.270324292563336,0.0582050523780925,0.156244486184007,0.384404098942664,"4","inshore","Abra","S","Abra","S","inshore"
0.054390497,0.056746721913847,0.0198433350744123,0.0178544998348385,0.0956389439928555,"5","inshore","Abra","S","Abra","S","inshore"
0.054390497,0.00833777411146808,0.00401448948228839,0.000469519309867997,0.0162060289130682,"6","inshore","Abra","S","Abra","S","inshore"
0.054390497,0.906446363997487,0.0310437217976352,0.845601787328041,0.967290940666933,"1","inshore","Pmas","S","Pmas","S","inshore"
0.054390497,0.0522985002511018,0.0166755277230144,0.0196150664907945,0.0849819340114092,"2","inshore","Pmas","S","Pmas","S","inshore"
0.054390497,0.0207398104791693,0.00724213075173737,0.00654549503443406,0.0349341259239045,"3","inshore","Pmas","S","Pmas","S","inshore"
0.054390497,0.0176345247924318,0.00643063498999146,0.00503071181432543,0.0302383377705381,"4","inshore","Pmas","S","Pmas","S","inshore"
0.054390497,0.00253198499431939,0.00100018425625227,0.000571659874160953,0.00449231011447783,"5","inshore","Pmas","S","Pmas","S","inshore"
0.054390497,0.000348815485490817,0.000174823265483272,6.16818148391982e-06,0.000691462789497713,"6","inshore","Pmas","S","Pmas","S","inshore"
0.054390497,0.471214015925964,0.093355368886041,0.288240855145873,0.654187176706056,"1","inshore","Menc","S","Menc","S","inshore"
0.054390497,0.210048750330098,0.01642197430118,0.177862272144743,0.242235228515453,"2","inshore","Menc","S","Menc","S","inshore"
0.054390497,0.133247283552424,0.0261772139767416,0.0819408869424116,0.184553680162436,"3","inshore","Menc","S","Menc","S","inshore"
0.054390497,0.155033682516468,0.04586112627675,0.065147526723595,0.244919838309342,"4","inshore","Menc","S","Menc","S","inshore"
0.054390497,0.0266766673456471,0.010216751147572,0.00665220305739774,0.0467011316338965,"5","inshore","Menc","S","Menc","S","inshore"
0.054390497,0.00377960032939861,0.00188705635057969,8.10378454648374e-05,0.00747816281333239,"6","inshore","Menc","S","Menc","S","inshore"
0.054390497,0.7848411433676,0.0673028707319129,0.652929940676896,0.916752346058304,"1","inshore","Lobo_sp","S","Lobo_sp","S","inshore"
0.054390497,0.112585867270315,0.0309723187765239,0.0518812379506348,0.173290496589996,"2","inshore","Lobo_sp","S","Lobo_sp","S","inshore"
0.054390497,0.0498710822975886,0.0170670027596194,0.0164203715646889,0.0833217930304884,"3","inshore","Lobo_sp","S","Lobo_sp","S","inshore"
0.054390497,0.0450862929429832,0.0171488805771123,0.0114751046366647,0.0786974812493016,"4","inshore","Lobo_sp","S","Lobo_sp","S","inshore"
0.054390497,0.0066896293559815,0.00282174975594169,0.0011591014609511,0.0122201572510119,"5","inshore","Lobo_sp","S","Lobo_sp","S","inshore"
0.054390497,0.000925984765531407,0.000485280498217883,-2.51475333752985e-05,0.00187711706443811,"6","inshore","Lobo_sp","S","Lobo_sp","S","inshore"
0.054390497,0.722188288858295,0.0686613207388868,0.587614573079124,0.856762004637466,"1","inshore","Acor","S","Acor","S","inshore"
0.054390497,0.139596636978301,0.02868682282616,0.0833714974081457,0.195821776548456,"2","inshore","Acor","S","Acor","S","inshore"
0.054390497,0.0658020087481941,0.0182020984880921,0.0301265512684826,0.101477466227906,"3","inshore","Acor","S","Acor","S","inshore"
0.054390497,0.0617594741270426,0.0196878774405177,0.0231719434115894,0.100347004842496,"4","inshore","Acor","S","Acor","S","inshore"
0.054390497,0.00935472524508052,0.00342754992763796,0.00263685083169725,0.0160725996584638,"5","inshore","Acor","S","Acor","S","inshore"
0.054390497,0.00129886604308671,0.000624299191236335,7.52621126860109e-05,0.00252246997348741,"6","inshore","Acor","S","Acor","S","inshore"
0.054390497,0.515630237055692,0.0901038620399438,0.339029912589436,0.692230561521948,"1","inshore","Plat","S","Plat","S","inshore"
0.054390497,0.202942674011361,0.0202350980266216,0.163282610655546,0.242602737367177,"2","inshore","Plat","S","Plat","S","inshore"
0.054390497,0.121315601993554,0.0254196643636305,0.0714939753417421,0.171137228645366,"3","inshore","Plat","S","Plat","S","inshore"
0.054390497,0.134489450595,0.0399600758042901,0.0561691411991011,0.212809759990899,"4","inshore","Plat","S","Plat","S","inshore"
0.054390497,0.0224561868283411,0.00844678400212537,0.00590079439898622,0.0390115792576959,"5","inshore","Plat","S","Plat","S","inshore"
0.054390497,0.00316584951605137,0.00155888147855317,0.000110497961920614,0.00622120107018212,"6","inshore","Plat","S","Plat","S","inshore"
0.054390497,0.302345149434125,0.0956894579821655,0.114797258088922,0.489893040779328,"1","inshore","Abra","D","Abra","D","inshore"
0.054390497,0.207327941802563,0.0208261784850241,0.166509382036313,0.248146501568814,"2","inshore","Abra","D","Abra","D","inshore"
0.054390497,0.171398813201704,0.0185300602536223,0.135080562473247,0.207717063930161,"3","inshore","Abra","D","Abra","D","inshore"
0.054390497,0.258254243736094,0.0733252909150962,0.114539314386584,0.401969173085605,"4","inshore","Abra","D","Abra","D","inshore"
0.054390497,0.0529329525681489,0.0233505245787998,0.00716676537358392,0.0986991397627139,"5","inshore","Abra","D","Abra","D","inshore"
0.054390497,0.0077408992573641,0.00432982161033368,-0.000745395158373132,0.0162271936731013,"6","inshore","Abra","D","Abra","D","inshore"
0.054390497,0.902902400602362,0.0355827628128482,0.833161467018749,0.972643334185976,"1","inshore","Pmas","D","Pmas","D","inshore"
0.054390497,0.0541858632538412,0.0190251868429375,0.0168971822425385,0.0914745442651439,"2","inshore","Pmas","D","Pmas","D","inshore"
0.054390497,0.0215540655808801,0.00830197063342343,0.00528250213866103,0.0378256290230992,"3","inshore","Pmas","D","Pmas","D","inshore"
0.054390497,0.0183563677321061,0.00738021983309098,0.00389140266125961,0.0328213328029527,"4","inshore","Pmas","D","Pmas","D","inshore"
0.054390497,0.00263785797495797,0.00113610089891233,0.000411141130286231,0.00486457481962971,"5","inshore","Pmas","D","Pmas","D","inshore"
0.054390497,0.000363444855852157,0.000192562353120451,-1.39704210422096e-05,0.000740860132746525,"6","inshore","Pmas","D","Pmas","D","inshore"
0.054390497,0.258132693364129,0.0862129125649777,0.0891584897344725,0.427106896993786,"1","inshore","Menc","D","Menc","D","inshore"
0.054390497,0.196779077351068,0.027412400110705,0.143051760404284,0.250506394297852,"2","inshore","Menc","D","Menc","D","inshore"
0.054390497,0.176705415843774,0.0137770052848624,0.149702981670626,0.203707850016922,"3","inshore","Menc","D","Menc","D","inshore"
0.054390497,0.293922349651195,0.0744103251274616,0.148080792323455,0.439763906978936,"4","inshore","Menc","D","Menc","D","inshore"
0.054390497,0.0648374200773865,0.0277360052003122,0.010475848809759,0.119198991345014,"5","inshore","Menc","D","Menc","D","inshore"
0.054390497,0.00962304371244671,0.00531558238181112,-0.000795306312758717,0.0200413937376521,"6","inshore","Menc","D","Menc","D","inshore"
0.054390497,0.468716580127537,0.115070664645335,0.243182221745595,0.69425093850948,"1","inshore","Lobo_sp","D","Lobo_sp","D","inshore"
0.054390497,0.210365169688164,0.0180377171565205,0.175011893698064,0.245718445678265,"2","inshore","Lobo_sp","D","Lobo_sp","D","inshore"
0.054390497,0.133908767658961,0.0315177240908095,0.0721351635663043,0.195682371751619,"3","inshore","Lobo_sp","D","Lobo_sp","D","inshore"
0.054390497,0.156255764211846,0.0570028608789375,0.0445322098733813,0.267979318550311,"4","inshore","Lobo_sp","D","Lobo_sp","D","inshore"
0.054390497,0.0269361787245839,0.0125697808877537,0.00229986089102664,0.0515724965581411,"5","inshore","Lobo_sp","D","Lobo_sp","D","inshore"
0.054390497,0.00381753958890707,0.00217635367119032,-0.000448035224247492,0.00808311440206163,"6","inshore","Lobo_sp","D","Lobo_sp","D","inshore"
0.054390497,0.459497852416011,0.121828835782809,0.220717722003262,0.69827798282876,"1","inshore","Acor","D","Acor","D","inshore"
0.054390497,0.211452854188684,0.0174960961239623,0.177161135915667,0.245744572461701,"2","inshore","Acor","D","Acor","D","inshore"
0.054390497,0.136338769944244,0.0330108392413271,0.0716387139318013,0.201038825956686,"3","inshore","Acor","D","Acor","D","inshore"
0.054390497,0.160832487705267,0.0616489425748999,0.0400027805734855,0.281662194837049,"4","inshore","Acor","D","Acor","D","inshore"
0.054390497,0.027916907188292,0.0137354878243491,0.000995845742479361,0.0548379686341046,"5","inshore","Acor","D","Acor","D","inshore"
0.054390497,0.00396112855750219,0.00234782983164726,-0.000640533354355171,0.00856279046935955,"6","inshore","Acor","D","Acor","D","inshore"
0.054390497,0.483253977666391,0.110905925887389,0.26588235725504,0.700625598077742,"1","inshore","Plat","D","Plat","D","inshore"
0.054390497,0.208395755475223,0.0195481470856791,0.1700820912228,0.246709419727646,"2","inshore","Plat","D","Plat","D","inshore"
0.054390497,0.130041546005061,0.0306372837928921,0.0699935731868601,0.190089518823262,"3","inshore","Plat","D","Plat","D","inshore"
0.054390497,0.149245730186313,0.0529568073106499,0.0454522951212122,0.253039165251415,"4","inshore","Plat","D","Plat","D","inshore"
0.054390497,0.0254608290548028,0.0114861152696302,0.00294845680405206,0.0479732013055536,"5","inshore","Plat","D","Plat","D","inshore"
0.054390497,0.0036021616122085,0.00200335228042515,-0.000324336705770979,0.00752865993018798,"6","inshore","Plat","D","Plat","D","inshore"
0.0607040801020408,0.207970466869196,0.0477619901135864,0.114358686416609,0.301582247321784,"1","offshore","Abra","S","Abra","S","offshore"
0.0607040801020408,0.178457984272549,0.0225867633080237,0.134188741661491,0.222727226883606,"2","offshore","Abra","S","Abra","S","offshore"
0.0607040801020408,0.177631269079179,0.012356830150686,0.153412327020756,0.201850211137602,"3","offshore","Abra","S","Abra","S","offshore"
0.0607040801020408,0.339603152721561,0.0474345916944204,0.246633061379135,0.432573244063988,"4","offshore","Abra","S","Abra","S","offshore"
0.0607040801020408,0.0836251734291548,0.0231755127673003,0.0382020030819981,0.129048343776311,"5","offshore","Abra","S","Abra","S","offshore"
0.0607040801020408,0.01271195362836,0.00546320023317201,0.00200427793101202,0.0234196293257079,"6","offshore","Abra","S","Abra","S","offshore"
0.0607040801020408,0.863518910843886,0.0373836493706309,0.790248304466776,0.936789517220996,"1","offshore","Pmas","S","Pmas","S","offshore"
0.0607040801020408,0.0746591919196498,0.0192193724172166,0.0369899141764428,0.112328469662857,"2","offshore","Pmas","S","Pmas","S","offshore"
0.0607040801020408,0.0307439954751612,0.00908687633463768,0.012934045127302,0.0485539458230203,"3","offshore","Pmas","S","Pmas","S","offshore"
0.0607040801020408,0.0266730536070121,0.00834254184326022,0.0103219720547037,0.0430241351593205,"4","offshore","Pmas","S","Pmas","S","offshore"
0.0607040801020408,0.00387077919919376,0.001334158584534,0.00125587642384219,0.00648568197454534,"5","offshore","Pmas","S","Pmas","S","offshore"
0.0607040801020408,0.000534068955097555,0.000246975649581464,5.00055768595005e-05,0.00101813233333561,"6","offshore","Pmas","S","Pmas","S","offshore"
0.0607040801020408,0.367852987548256,0.0748987667655337,0.221054102201345,0.514651872895168,"1","offshore","Menc","S","Menc","S","offshore"
0.0607040801020408,0.214736794820555,0.0119169049483985,0.191380090314507,0.238093499326603,"2","offshore","Menc","S","Menc","S","offshore"
0.0607040801020408,0.158841090212518,0.0197893881102023,0.120054602240436,0.197627578184599,"3","offshore","Menc","S","Menc","S","offshore"
0.0607040801020408,0.212671894865908,0.0480661571859516,0.118463957906202,0.306879831825614,"4","offshore","Menc","S","Menc","S","offshore"
0.0607040801020408,0.0401208415076953,0.0130193672146797,0.0146033506654217,0.065638332349969,"5","offshore","Menc","S","Menc","S","offshore"
0.0607040801020408,0.00577639104506766,0.00263584091898325,0.000610237774883531,0.0109425443152518,"6","offshore","Menc","S","Menc","S","offshore"
0.0607040801020408,0.704316353709688,0.0738827961574971,0.55950873416388,0.849123973255497,"1","offshore","Lobo_sp","S","Lobo_sp","S","offshore"
0.0607040801020408,0.146724740334857,0.0296537773888657,0.0886044046471121,0.204845076022602,"2","offshore","Lobo_sp","S","Lobo_sp","S","offshore"
0.0607040801020408,0.0704510075789088,0.0198556764570398,0.0315345968344308,0.109367418323387,"3","offshore","Lobo_sp","S","Lobo_sp","S","offshore"
0.0607040801020408,0.0668925281273611,0.0219492573586592,0.0238727742169883,0.109912282037734,"4","offshore","Lobo_sp","S","Lobo_sp","S","offshore"
0.0607040801020408,0.0101980360459352,0.00382420930111706,0.00270272354640264,0.0176933485454677,"5","offshore","Lobo_sp","S","Lobo_sp","S","offshore"
0.0607040801020408,0.00141733420324952,0.000690873170574657,6.32476710381964e-05,0.00277142073546085,"6","offshore","Lobo_sp","S","Lobo_sp","S","offshore"
0.0607040801020408,0.629290696326395,0.0711179707937908,0.489902034916994,0.768679357735796,"1","offshore","Acor","S","Acor","S","offshore"
0.0607040801020408,0.173531525107492,0.0244612126537313,0.125588429288003,0.22147462092698,"2","offshore","Acor","S","Acor","S","offshore"
0.0607040801020408,0.0903949457700917,0.0200467921733362,0.0511039551047933,0.12968593643539,"3","offshore","Acor","S","Acor","S","offshore"
0.0607040801020408,0.0905600086995558,0.0246009927054418,0.0423429490129573,0.138777068386154,"4","offshore","Acor","S","Acor","S","offshore"
0.0607040801020408,0.0142351426288917,0.00462879306055156,0.00516287493832172,0.0233074103194617,"5","offshore","Acor","S","Acor","S","offshore"
0.0607040801020408,0.00198768146757411,0.000894992494554501,0.000233528411813627,0.00374183452333459,"6","offshore","Acor","S","Acor","S","offshore"
0.0607040801020408,0.410082126375702,0.0734494067182959,0.266123934522008,0.554040318229396,"1","offshore","Plat","S","Plat","S","offshore"
0.0607040801020408,0.215011839388906,0.0117003973574809,0.192079481963435,0.237944196814376,"2","offshore","Plat","S","Plat","S","offshore"
0.0607040801020408,0.148940092294989,0.0203879711703404,0.108980403083281,0.188899781506698,"3","offshore","Plat","S","Plat","S","offshore"
0.0607040801020408,0.187255983984177,0.0423969553260947,0.104159478490877,0.270352489477476,"4","offshore","Plat","S","Plat","S","offshore"
0.0607040801020408,0.0338699914948096,0.010668651130741,0.0129598195149347,0.0547801634746846,"5","offshore","Plat","S","Plat","S","offshore"
0.0607040801020408,0.00483996646141704,0.00216552539658884,0.000595614676496102,0.00908431824633799,"6","offshore","Plat","S","Plat","S","offshore"
0.0607040801020408,0.30597999481504,0.0918370358484769,0.125982712105112,0.485977277524969,"1","offshore","Abra","D","Abra","D","offshore"
0.0607040801020408,0.20798421878781,0.0196343781442194,0.1695015447663,0.246466892809321,"2","offshore","Abra","D","Abra","D","offshore"
0.0607040801020408,0.170826491733213,0.0184947915485678,0.134577366396444,0.207075617069981,"3","offshore","Abra","D","Abra","D","offshore"
0.0607040801020408,0.255506889997681,0.0697676542500819,0.118764800381677,0.392248979613684,"4","offshore","Abra","D","Abra","D","offshore"
0.0607040801020408,0.0520923109206723,0.0219027829142435,0.00916364524755578,0.0950209765937889,"5","offshore","Abra","D","Abra","D","offshore"
0.0607040801020408,0.00761009374558363,0.00411382481741585,-0.000452854735258501,0.0156730422264258,"6","offshore","Abra","D","Abra","D","offshore"
0.0607040801020408,0.904397672665785,0.0340648291152749,0.837631834460335,0.971163510871235,"1","offshore","Pmas","D","Pmas","D","offshore"
0.0607040801020408,0.0533904296642168,0.0182420742342798,0.0176366211617224,0.0891442381667112,"2","offshore","Pmas","D","Pmas","D","offshore"
0.0607040801020408,0.0212102583729991,0.00796393189728616,0.00560123867898846,0.0368192780670097,"3","offshore","Pmas","D","Pmas","D","offshore"
0.0607040801020408,0.018051290537943,0.0070512148933896,0.00423116329964692,0.031871417776239,"4","offshore","Pmas","D","Pmas","D","offshore"
0.0607040801020408,0.0025930902695378,0.0010812212108571,0.000473935636937093,0.00471224490213851,"5","offshore","Pmas","D","Pmas","D","offshore"
0.0607040801020408,0.000357258489518619,0.000185272816602184,-5.86955833595595e-06,0.000720386537373194,"6","offshore","Pmas","D","Pmas","D","offshore"
0.0607040801020408,0.261435191415657,0.0819078491618193,0.100898757007352,0.421971625823962,"1","offshore","Menc","D","Menc","D","offshore"
0.0607040801020408,0.197738408145492,0.0256411589852567,0.147482660012523,0.24799415627846,"2","offshore","Menc","D","Menc","D","offshore"
0.0607040801020408,0.176430514610447,0.0139405642714353,0.149107510714268,0.203753518506626,"3","offshore","Menc","D","Menc","D","offshore"
0.0607040801020408,0.291110384482564,0.0702087035871762,0.153503854050451,0.428716914914678,"4","offshore","Menc","D","Menc","D","offshore"
0.0607040801020408,0.0638247643319271,0.0257302761208877,0.0133943498227162,0.114255178841138,"5","offshore","Menc","D","Menc","D","offshore"
0.0607040801020408,0.00946073701391326,0.00501231224653463,-0.000363214468563666,0.0192846884963902,"6","offshore","Menc","D","Menc","D","offshore"
0.0607040801020408,0.472995514002874,0.110247626043367,0.256914137576834,0.689076890428914,"1","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.0607040801020408,0.209817435177228,0.0180575000960842,0.174425385338075,0.245209485016382,"2","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.0607040801020408,0.13277465551847,0.0304627901274927,0.0730686839999821,0.192480627036958,"3","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.0607040801020408,0.154166499031465,0.0540857064645417,0.0481604622825584,0.260172535780372,"4","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.0607040801020408,0.0264931161028498,0.0118250025504449,0.00331653698688345,0.0496696952188161,"5","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.0607040801020408,0.00375278016711245,0.00207256807384951,-0.000309378613140136,0.00781493894736503,"6","offshore","Lobo_sp","D","Lobo_sp","D","offshore"
0.0607040801020408,0.463766091181859,0.122670446074254,0.223336434908859,0.704195747454859,"1","offshore","Acor","D","Acor","D","offshore"
0.0607040801020408,0.210965069968983,0.0181404923591707,0.175410358283184,0.246519781654782,"2","offshore","Acor","D","Acor","D","offshore"
0.0607040801020408,0.135216067346963,0.0334204664662791,0.0697131567265274,0.200718977967399,"3","offshore","Acor","D","Acor","D","offshore"
